10,4,A,B,1
10,4,B,C,1
10,4,C,D,1
10,4,D,E,1
10,5,A,B,1
10,5,B,C,1
10,5,C,D,1
10,5,D,E,1
10,A,1,2,1
10,A,2,3,1
10,A,3,4,1
10,A,4,5,1
10,B,1,2,1
10,B,2,3,1
10,B,3,4,1
10,B,4,5,1
10,C,1,2,1
10,C,2,3,1
10,C,3,4,1
10,C,4,5,1
10,D,1,2,1
10,D,2,3,1
10,D,3,4,1
10,D,4,5,1
10,E,1,2,1
10,E,2,3,1
10,E,3,4,1
10,E,4,5,1
11,1,A,B,1
11,1,B,C,1
11,1,C,D,1
11,1,D,E,1
11,2,A,B,1
11,2,B,C,1
11,2,C,D,1
11,2,D,E,1
11,3,A,B,1
11,3,B,C,1
11,3,C,D,1
11,3,D,E,1
11,4,A,B,1
11,4,B,C,1
11,4,C,D,1
11,4,D,E,1
11,5,A,B,1
11,5,B,C,1
11,5,C,D,1
11,5,D,E,1
11,A,1,2,1
11,A,2,3,1
11,A,3,4,1
11,A,4,5,1
11,B,1,2,1
11,B,2,3,1
11,B,3,4,1
11,B,4,5,1
11,C,1,2,1
11,C,2,3,1
11,C,3,4,1
11,C,4,5,1
11,D,1,2,1
11,D,2,3,1
11,D,3,4,1
11,D,4,5,1
11,E,1,2,1
11,E,2,3,1
11,E,3,4,1
11,E,4,5,1
12,1,A,B,1
12,1,B,C,1
12,1,C,D,1
12,1,D,E,1
12,2,A,B,1
12,2,B,C,1
12,2,C,D,1
12,2,D,E,1
12,3,A,B,1
12,3,B,C,1
12,3,C,D,1
12,3,D,E,1
12,4,A,B,1
12,4,B,C,1
12,4,C,D,1
12,4,D,E,1
12,5,A,B,1
12,5,B,C,1
12,5,C,D,1
12,5,D,E,1
12,A,1,2,1
12,A,2,3,1
12,A,3,4,1
12,A,4,5,1
12,B,1,2,1
12,B,2,3,1
12,B,3,4,1
12,B,4,5,1
12,C,1,2,1
12,C,2,3,1
12,C,3,4,1
12,C,4,5,1
12,D,1,2,1
12,D,2,3,1
12,D,3,4,1
12,D,4,5,1
12,E,1,2,1
12,E,2,3,1
12,E,3,4,1
12,E,4,5,1
13,1,A,B,1
13,1,B,C,1
13,1,C,D,1
13,1,D,E,1
13,2,A,B,1
13,2,B,C,1
13,2,C,D,1
13,2,D,E,1
13,3,A,B,1
13,3,B,C,1
13,3,C,D,1
13,3,D,E,1
13,4,A,B,1
13,4,B,C,1
13,4,C,D,1
13,4,D,E,1
13,5,A,B,1
13,5,B,C,1
13,5,C,D,1
13,5,D,E,1
13,A,1,2,1
13,A,2,3,1
13,A,3,4,1
13,A,4,5,1
13,B,1,2,1
13,B,2,3,1
13,B,3,4,1
13,B,4,5,1
13,C,1,2,1
13,C,2,3,1
13,C,3,4,1
13,C,4,5,1
13,D,1,2,1
13,D,2,3,1
13,D,3,4,1
13,D,4,5,1
13,E,1,2,1
13,E,2,3,1
13,E,3,4,1
13,E,4,5,1
